"n","year-r","age","total","y","q","year"
"1555",200100,53,0,2001,1,"2001.I"
"1556",200100,54,0,2001,1,"2001.I"
"1557",200100,55,0,2001,1,"2001.I"
"1558",200100,56,0,2001,1,"2001.I"
"1559",200100,57,0,2001,1,"2001.I"
"1560",200100,58,0,2001,1,"2001.I"
"1561",200100,59,0,2001,1,"2001.I"
"1562",200100,60,0,2001,1,"2001.I"
"1563",200100,61,0,2001,1,"2001.I"
"1564",200100,62,0,2001,1,"2001.I"
"1565",200100,63,0,2001,1,"2001.I"
"1566",200100,64,0,2001,1,"2001.I"
"1567",200100,65,0,2001,1,"2001.I"
"1568",200100,66,0,2001,1,"2001.I"
"1569",200100,67,0,2001,1,"2001.I"
"1570",200100,68,0,2001,1,"2001.I"
"1571",200100,69,0,2001,1,"2001.I"
"1572",200100,70,0,2001,1,"2001.I"
"1573",200100,71,0,2001,1,"2001.I"
"1574",200100,72,0,2001,1,"2001.I"
"1575",200100,73,0,2001,1,"2001.I"
"1576",200100,74,0,2001,1,"2001.I"
"1577",200100,75,0,2001,1,"2001.I"
"1578",200100,76,0,2001,1,"2001.I"
"1579",200100,77,0,2001,1,"2001.I"
"1580",200100,78,0,2001,1,"2001.I"
"1581",200125,0,32,2001,2,"2001.II"
"1582",200125,1,21,2001,2,"2001.II"
"1583",200125,2,3,2001,2,"2001.II"
"1584",200125,3,27,2001,2,"2001.II"
"1585",200125,4,15,2001,2,"2001.II"
"1586",200125,5,10,2001,2,"2001.II"
"1587",200125,6,6,2001,2,"2001.II"
"1588",200125,7,12,2001,2,"2001.II"
"1589",200125,8,3,2001,2,"2001.II"
"1590",200125,9,1,2001,2,"2001.II"
"1591",200125,10,0,2001,2,"2001.II"
"1592",200125,11,1,2001,2,"2001.II"
"1593",200125,12,1,2001,2,"2001.II"
"1594",200125,13,0,2001,2,"2001.II"
"1595",200125,14,0,2001,2,"2001.II"
"1596",200125,15,2,2001,2,"2001.II"
"1597",200125,16,2,2001,2,"2001.II"
"1598",200125,17,1,2001,2,"2001.II"
"1599",200125,18,3,2001,2,"2001.II"
"1600",200125,19,1,2001,2,"2001.II"
"1601",200125,20,2,2001,2,"2001.II"
"1602",200125,21,0,2001,2,"2001.II"
"1603",200125,22,0,2001,2,"2001.II"
"1604",200125,23,0,2001,2,"2001.II"
"1605",200125,24,0,2001,2,"2001.II"
"1606",200125,25,0,2001,2,"2001.II"
"1607",200125,26,0,2001,2,"2001.II"
"1608",200125,27,0,2001,2,"2001.II"
"1609",200125,28,0,2001,2,"2001.II"
"1610",200125,29,0,2001,2,"2001.II"
"1611",200125,30,0,2001,2,"2001.II"
"1612",200125,31,0,2001,2,"2001.II"
"1613",200125,32,0,2001,2,"2001.II"
"1614",200125,33,0,2001,2,"2001.II"
"1615",200125,34,0,2001,2,"2001.II"
"1616",200125,35,0,2001,2,"2001.II"
"1617",200125,36,0,2001,2,"2001.II"
"1618",200125,37,0,2001,2,"2001.II"
"1619",200125,38,0,2001,2,"2001.II"
"1620",200125,39,0,2001,2,"2001.II"
"1621",200125,40,0,2001,2,"2001.II"
"1622",200125,41,0,2001,2,"2001.II"
"1623",200125,42,0,2001,2,"2001.II"
"1624",200125,43,0,2001,2,"2001.II"
"1625",200125,44,0,2001,2,"2001.II"
"1626",200125,45,0,2001,2,"2001.II"
"1627",200125,46,0,2001,2,"2001.II"
"1628",200125,47,0,2001,2,"2001.II"
"1629",200125,48,0,2001,2,"2001.II"
"1630",200125,49,0,2001,2,"2001.II"
"1631",200125,50,0,2001,2,"2001.II"
"1632",200125,51,0,2001,2,"2001.II"
"1633",200125,52,0,2001,2,"2001.II"
"1634",200125,53,0,2001,2,"2001.II"
"1635",200125,54,0,2001,2,"2001.II"
"1636",200125,55,0,2001,2,"2001.II"
"1637",200125,56,0,2001,2,"2001.II"
"1638",200125,57,0,2001,2,"2001.II"
"1639",200125,58,0,2001,2,"2001.II"
"1640",200125,59,0,2001,2,"2001.II"
"1641",200125,60,0,2001,2,"2001.II"
"1642",200125,61,0,2001,2,"2001.II"
"1643",200125,62,0,2001,2,"2001.II"
"1644",200125,63,0,2001,2,"2001.II"
"1645",200125,64,0,2001,2,"2001.II"
"1646",200125,65,0,2001,2,"2001.II"
"1647",200125,66,0,2001,2,"2001.II"
"1648",200125,67,0,2001,2,"2001.II"
"1649",200125,68,0,2001,2,"2001.II"
"1650",200125,69,0,2001,2,"2001.II"
"1651",200125,70,0,2001,2,"2001.II"
"1652",200125,71,0,2001,2,"2001.II"
"1653",200125,72,0,2001,2,"2001.II"
"1654",200125,73,0,2001,2,"2001.II"
"1655",200125,74,0,2001,2,"2001.II"
"1656",200125,75,0,2001,2,"2001.II"
"1657",200125,76,0,2001,2,"2001.II"
"1658",200125,77,0,2001,2,"2001.II"
"1659",200125,78,0,2001,2,"2001.II"
"1660",200150,0,28,2001,3,"2001.III"
"1661",200150,1,30,2001,3,"2001.III"
"1662",200150,2,20,2001,3,"2001.III"
"1663",200150,3,2,2001,3,"2001.III"
"1664",200150,4,22,2001,3,"2001.III"
"1665",200150,5,15,2001,3,"2001.III"
"1666",200150,6,9,2001,3,"2001.III"
"1667",200150,7,3,2001,3,"2001.III"
"1668",200150,8,12,2001,3,"2001.III"
"1669",200150,9,3,2001,3,"2001.III"
"1670",200150,10,1,2001,3,"2001.III"
"1671",200150,11,0,2001,3,"2001.III"
"1672",200150,12,1,2001,3,"2001.III"
"1673",200150,13,1,2001,3,"2001.III"
"1674",200150,14,0,2001,3,"2001.III"
"1675",200150,15,0,2001,3,"2001.III"
"1676",200150,16,2,2001,3,"2001.III"
"1677",200150,17,2,2001,3,"2001.III"
"1678",200150,18,1,2001,3,"2001.III"
"1679",200150,19,3,2001,3,"2001.III"
"1680",200150,20,1,2001,3,"2001.III"
"1681",200150,21,2,2001,3,"2001.III"
"1682",200150,22,0,2001,3,"2001.III"
"1683",200150,23,0,2001,3,"2001.III"
"1684",200150,24,0,2001,3,"2001.III"
"1685",200150,25,0,2001,3,"2001.III"
"1686",200150,26,0,2001,3,"2001.III"
"1687",200150,27,0,2001,3,"2001.III"
"1688",200150,28,0,2001,3,"2001.III"
"1689",200150,29,0,2001,3,"2001.III"
"1690",200150,30,0,2001,3,"2001.III"
"1691",200150,31,0,2001,3,"2001.III"
"1692",200150,32,0,2001,3,"2001.III"
"1693",200150,33,0,2001,3,"2001.III"
"1694",200150,34,0,2001,3,"2001.III"
"1695",200150,35,0,2001,3,"2001.III"
"1696",200150,36,0,2001,3,"2001.III"
"1697",200150,37,0,2001,3,"2001.III"
"1698",200150,38,0,2001,3,"2001.III"
"1699",200150,39,0,2001,3,"2001.III"
"1700",200150,40,0,2001,3,"2001.III"
"1701",200150,41,0,2001,3,"2001.III"
"1702",200150,42,0,2001,3,"2001.III"
"1703",200150,43,0,2001,3,"2001.III"
"1704",200150,44,0,2001,3,"2001.III"
"1705",200150,45,0,2001,3,"2001.III"
"1706",200150,46,0,2001,3,"2001.III"
"1707",200150,47,0,2001,3,"2001.III"
"1708",200150,48,0,2001,3,"2001.III"
"1709",200150,49,0,2001,3,"2001.III"
"1710",200150,50,0,2001,3,"2001.III"
"1711",200150,51,0,2001,3,"2001.III"
"1712",200150,52,0,2001,3,"2001.III"
"1713",200150,53,0,2001,3,"2001.III"
"1714",200150,54,0,2001,3,"2001.III"
"1715",200150,55,0,2001,3,"2001.III"
"1716",200150,56,0,2001,3,"2001.III"
"1717",200150,57,0,2001,3,"2001.III"
"1718",200150,58,0,2001,3,"2001.III"
"1719",200150,59,0,2001,3,"2001.III"
"1720",200150,60,0,2001,3,"2001.III"
"1721",200150,61,0,2001,3,"2001.III"
"1722",200150,62,0,2001,3,"2001.III"
"1723",200150,63,0,2001,3,"2001.III"
"1724",200150,64,0,2001,3,"2001.III"
"1725",200150,65,0,2001,3,"2001.III"
"1726",200150,66,0,2001,3,"2001.III"
"1727",200150,67,0,2001,3,"2001.III"
"1728",200150,68,0,2001,3,"2001.III"
"1729",200150,69,0,2001,3,"2001.III"
"1730",200150,70,0,2001,3,"2001.III"
"1731",200150,71,0,2001,3,"2001.III"
"1732",200150,72,0,2001,3,"2001.III"
"1733",200150,73,0,2001,3,"2001.III"
"1734",200150,74,0,2001,3,"2001.III"
"1735",200150,75,0,2001,3,"2001.III"
"1736",200150,76,0,2001,3,"2001.III"
"1737",200150,77,0,2001,3,"2001.III"
"1738",200150,78,0,2001,3,"2001.III"
"1739",200175,0,8,2001,4,"2001.IV"
"1740",200175,1,27,2001,4,"2001.IV"
"1741",200175,2,28,2001,4,"2001.IV"
"1742",200175,3,20,2001,4,"2001.IV"
"1743",200175,4,2,2001,4,"2001.IV"
"1744",200175,5,22,2001,4,"2001.IV"
"1745",200175,6,14,2001,4,"2001.IV"
"1746",200175,7,9,2001,4,"2001.IV"
"1747",200175,8,3,2001,4,"2001.IV"
"1748",200175,9,11,2001,4,"2001.IV"
"1749",200175,10,3,2001,4,"2001.IV"
"1750",200175,11,1,2001,4,"2001.IV"
"1751",200175,12,0,2001,4,"2001.IV"
"1752",200175,13,1,2001,4,"2001.IV"
"1753",200175,14,1,2001,4,"2001.IV"
"1754",200175,15,0,2001,4,"2001.IV"
"1755",200175,16,0,2001,4,"2001.IV"
"1756",200175,17,2,2001,4,"2001.IV"
"1757",200175,18,2,2001,4,"2001.IV"
"1758",200175,19,1,2001,4,"2001.IV"
"1759",200175,20,3,2001,4,"2001.IV"
"1760",200175,21,1,2001,4,"2001.IV"
"1761",200175,22,1,2001,4,"2001.IV"
"1762",200175,23,0,2001,4,"2001.IV"
"1763",200175,24,0,2001,4,"2001.IV"
"1764",200175,25,0,2001,4,"2001.IV"
"1765",200175,26,0,2001,4,"2001.IV"
"1766",200175,27,0,2001,4,"2001.IV"
"1767",200175,28,0,2001,4,"2001.IV"
"1768",200175,29,0,2001,4,"2001.IV"
"1769",200175,30,0,2001,4,"2001.IV"
"1770",200175,31,0,2001,4,"2001.IV"
"1771",200175,32,0,2001,4,"2001.IV"
"1772",200175,33,0,2001,4,"2001.IV"
"1773",200175,34,0,2001,4,"2001.IV"
"1774",200175,35,0,2001,4,"2001.IV"
"1775",200175,36,0,2001,4,"2001.IV"
"1776",200175,37,0,2001,4,"2001.IV"
"1777",200175,38,0,2001,4,"2001.IV"
"1778",200175,39,0,2001,4,"2001.IV"
"1779",200175,40,0,2001,4,"2001.IV"
"1780",200175,41,0,2001,4,"2001.IV"
"1781",200175,42,0,2001,4,"2001.IV"
"1782",200175,43,0,2001,4,"2001.IV"
"1783",200175,44,0,2001,4,"2001.IV"
"1784",200175,45,0,2001,4,"2001.IV"
"1785",200175,46,0,2001,4,"2001.IV"
"1786",200175,47,0,2001,4,"2001.IV"
"1787",200175,48,0,2001,4,"2001.IV"
"1788",200175,49,0,2001,4,"2001.IV"
"1789",200175,50,0,2001,4,"2001.IV"
"1790",200175,51,0,2001,4,"2001.IV"
"1791",200175,52,0,2001,4,"2001.IV"
"1792",200175,53,0,2001,4,"2001.IV"
"1793",200175,54,0,2001,4,"2001.IV"
"1794",200175,55,0,2001,4,"2001.IV"
"1795",200175,56,0,2001,4,"2001.IV"
"1796",200175,57,0,2001,4,"2001.IV"
"1797",200175,58,0,2001,4,"2001.IV"
"1798",200175,59,0,2001,4,"2001.IV"
"1799",200175,60,0,2001,4,"2001.IV"
"1800",200175,61,0,2001,4,"2001.IV"
"1801",200175,62,0,2001,4,"2001.IV"
"1802",200175,63,0,2001,4,"2001.IV"
"1803",200175,64,0,2001,4,"2001.IV"
"1804",200175,65,0,2001,4,"2001.IV"
"1805",200175,66,0,2001,4,"2001.IV"
"1806",200175,67,0,2001,4,"2001.IV"
"1807",200175,68,0,2001,4,"2001.IV"
"1808",200175,69,0,2001,4,"2001.IV"
"1809",200175,70,0,2001,4,"2001.IV"
"1810",200175,71,0,2001,4,"2001.IV"
"1811",200175,72,0,2001,4,"2001.IV"
"1812",200175,73,0,2001,4,"2001.IV"
"1813",200175,74,0,2001,4,"2001.IV"
"1814",200175,75,0,2001,4,"2001.IV"
"1815",200175,76,0,2001,4,"2001.IV"
"1816",200175,77,0,2001,4,"2001.IV"
"1817",200175,78,0,2001,4,"2001.IV"
"1818",200200,0,32,2002,1,"2002.I"
"1819",200200,1,7,2002,1,"2002.I"
"1820",200200,2,27,2002,1,"2002.I"
"1821",200200,3,28,2002,1,"2002.I"
"1822",200200,4,20,2002,1,"2002.I"
"1823",200200,5,2,2002,1,"2002.I"
"1824",200200,6,22,2002,1,"2002.I"
"1825",200200,7,13,2002,1,"2002.I"
"1826",200200,8,9,2002,1,"2002.I"
"1827",200200,9,3,2002,1,"2002.I"
"1828",200200,10,11,2002,1,"2002.I"
"1829",200200,11,3,2002,1,"2002.I"
"1830",200200,12,1,2002,1,"2002.I"
"1831",200200,13,0,2002,1,"2002.I"
"1832",200200,14,1,2002,1,"2002.I"
"1833",200200,15,1,2002,1,"2002.I"
"1834",200200,16,0,2002,1,"2002.I"
"1835",200200,17,0,2002,1,"2002.I"
"1836",200200,18,2,2002,1,"2002.I"
"1837",200200,19,2,2002,1,"2002.I"
"1838",200200,20,1,2002,1,"2002.I"
"1839",200200,21,3,2002,1,"2002.I"
"1840",200200,22,1,2002,1,"2002.I"
"1841",200200,23,1,2002,1,"2002.I"
"1842",200200,24,0,2002,1,"2002.I"
"1843",200200,25,0,2002,1,"2002.I"
"1844",200200,26,0,2002,1,"2002.I"
"1845",200200,27,0,2002,1,"2002.I"
"1846",200200,28,0,2002,1,"2002.I"
"1847",200200,29,0,2002,1,"2002.I"
"1848",200200,30,0,2002,1,"2002.I"
"1849",200200,31,0,2002,1,"2002.I"
"1850",200200,32,0,2002,1,"2002.I"
"1851",200200,33,0,2002,1,"2002.I"
"1852",200200,34,0,2002,1,"2002.I"
"1853",200200,35,0,2002,1,"2002.I"
"1854",200200,36,0,2002,1,"2002.I"
"1855",200200,37,0,2002,1,"2002.I"
"1856",200200,38,0,2002,1,"2002.I"
"1857",200200,39,0,2002,1,"2002.I"
"1858",200200,40,0,2002,1,"2002.I"
"1859",200200,41,0,2002,1,"2002.I"
"1860",200200,42,0,2002,1,"2002.I"
"1861",200200,43,0,2002,1,"2002.I"
"1862",200200,44,0,2002,1,"2002.I"
"1863",200200,45,0,2002,1,"2002.I"
"1864",200200,46,0,2002,1,"2002.I"
"1865",200200,47,0,2002,1,"2002.I"
"1866",200200,48,0,2002,1,"2002.I"
"1867",200200,49,0,2002,1,"2002.I"
"1868",200200,50,0,2002,1,"2002.I"
"1869",200200,51,0,2002,1,"2002.I"
"1870",200200,52,0,2002,1,"2002.I"
"1871",200200,53,0,2002,1,"2002.I"
"1872",200200,54,0,2002,1,"2002.I"
"1873",200200,55,0,2002,1,"2002.I"
"1874",200200,56,0,2002,1,"2002.I"
"1875",200200,57,0,2002,1,"2002.I"
"1876",200200,58,0,2002,1,"2002.I"
"1877",200200,59,0,2002,1,"2002.I"
"1878",200200,60,0,2002,1,"2002.I"
"1879",200200,61,0,2002,1,"2002.I"
"1880",200200,62,0,2002,1,"2002.I"
"1881",200200,63,0,2002,1,"2002.I"
"1882",200200,64,0,2002,1,"2002.I"
"1883",200200,65,0,2002,1,"2002.I"
"1884",200200,66,0,2002,1,"2002.I"
"1885",200200,67,0,2002,1,"2002.I"
"1886",200200,68,0,2002,1,"2002.I"
"1887",200200,69,0,2002,1,"2002.I"
"1888",200200,70,0,2002,1,"2002.I"
"1889",200200,71,0,2002,1,"2002.I"
"1890",200200,72,0,2002,1,"2002.I"
"1891",200200,73,0,2002,1,"2002.I"
"1892",200200,74,0,2002,1,"2002.I"
"1893",200200,75,0,2002,1,"2002.I"
"1894",200200,76,0,2002,1,"2002.I"
"1895",200200,77,0,2002,1,"2002.I"
"1896",200200,78,0,2002,1,"2002.I"
"1897",200225,0,31,2002,2,"2002.II"
"1898",200225,1,29,2002,2,"2002.II"
"1899",200225,2,7,2002,2,"2002.II"
"1900",200225,3,26,2002,2,"2002.II"
"1901",200225,4,24,2002,2,"2002.II"
"1902",200225,5,19,2002,2,"2002.II"
"1903",200225,6,2,2002,2,"2002.II"
"1904",200225,7,21,2002,2,"2002.II"
"1905",200225,8,13,2002,2,"2002.II"
"1906",200225,9,8,2002,2,"2002.II"
"1907",200225,10,3,2002,2,"2002.II"
"1908",200225,11,11,2002,2,"2002.II"
"1909",200225,12,3,2002,2,"2002.II"
"1910",200225,13,1,2002,2,"2002.II"
"1911",200225,14,0,2002,2,"2002.II"
"1912",200225,15,1,2002,2,"2002.II"
"1913",200225,16,1,2002,2,"2002.II"
"1914",200225,17,0,2002,2,"2002.II"
"1915",200225,18,0,2002,2,"2002.II"
"1916",200225,19,2,2002,2,"2002.II"
"1917",200225,20,2,2002,2,"2002.II"
"1918",200225,21,1,2002,2,"2002.II"
"1919",200225,22,3,2002,2,"2002.II"
"1920",200225,23,1,2002,2,"2002.II"
"1921",200225,24,1,2002,2,"2002.II"
"1922",200225,25,0,2002,2,"2002.II"
"1923",200225,26,0,2002,2,"2002.II"
"1924",200225,27,0,2002,2,"2002.II"
"1925",200225,28,0,2002,2,"2002.II"
"1926",200225,29,0,2002,2,"2002.II"
"1927",200225,30,0,2002,2,"2002.II"
"1928",200225,31,0,2002,2,"2002.II"
"1929",200225,32,0,2002,2,"2002.II"
"1930",200225,33,0,2002,2,"2002.II"
"1931",200225,34,0,2002,2,"2002.II"
"1932",200225,35,0,2002,2,"2002.II"
"1933",200225,36,0,2002,2,"2002.II"
"1934",200225,37,0,2002,2,"2002.II"
"1935",200225,38,0,2002,2,"2002.II"
"1936",200225,39,0,2002,2,"2002.II"
"1937",200225,40,0,2002,2,"2002.II"
"1938",200225,41,0,2002,2,"2002.II"
"1939",200225,42,0,2002,2,"2002.II"
"1940",200225,43,0,2002,2,"2002.II"
"1941",200225,44,0,2002,2,"2002.II"
"1942",200225,45,0,2002,2,"2002.II"
"1943",200225,46,0,2002,2,"2002.II"
"1944",200225,47,0,2002,2,"2002.II"
"1945",200225,48,0,2002,2,"2002.II"
"1946",200225,49,0,2002,2,"2002.II"
"1947",200225,50,0,2002,2,"2002.II"
"1948",200225,51,0,2002,2,"2002.II"
"1949",200225,52,0,2002,2,"2002.II"
"1950",200225,53,0,2002,2,"2002.II"
"1951",200225,54,0,2002,2,"2002.II"
"1952",200225,55,0,2002,2,"2002.II"
"1953",200225,56,0,2002,2,"2002.II"
"1954",200225,57,0,2002,2,"2002.II"
"1955",200225,58,0,2002,2,"2002.II"
"1956",200225,59,0,2002,2,"2002.II"
"1957",200225,60,0,2002,2,"2002.II"
"1958",200225,61,0,2002,2,"2002.II"
"1959",200225,62,0,2002,2,"2002.II"
"1960",200225,63,0,2002,2,"2002.II"
"1961",200225,64,0,2002,2,"2002.II"
"1962",200225,65,0,2002,2,"2002.II"
"1963",200225,66,0,2002,2,"2002.II"
"1964",200225,67,0,2002,2,"2002.II"
"1965",200225,68,0,2002,2,"2002.II"
"1966",200225,69,0,2002,2,"2002.II"
"1967",200225,70,0,2002,2,"2002.II"
"1968",200225,71,0,2002,2,"2002.II"
"1969",200225,72,0,2002,2,"2002.II"
"1970",200225,73,0,2002,2,"2002.II"
"1971",200225,74,0,2002,2,"2002.II"
"1972",200225,75,0,2002,2,"2002.II"
"1973",200225,76,0,2002,2,"2002.II"
"1974",200225,77,0,2002,2,"2002.II"
"1975",200225,78,0,2002,2,"2002.II"
"1976",200250,0,37,2002,3,"2002.III"
"1977",200250,1,26,2002,3,"2002.III"
"1978",200250,2,26,2002,3,"2002.III"
"1979",200250,3,5,2002,3,"2002.III"
"1980",200250,4,24,2002,3,"2002.III"
"1981",200250,5,23,2002,3,"2002.III"
"1982",200250,6,18,2002,3,"2002.III"
"1983",200250,7,2,2002,3,"2002.III"
"1984",200250,8,21,2002,3,"2002.III"
"1985",200250,9,11,2002,3,"2002.III"
"1986",200250,10,7,2002,3,"2002.III"
"1987",200250,11,3,2002,3,"2002.III"
"1988",200250,12,11,2002,3,"2002.III"
"1989",200250,13,3,2002,3,"2002.III"
"1990",200250,14,1,2002,3,"2002.III"
"1991",200250,15,0,2002,3,"2002.III"
"1992",200250,16,1,2002,3,"2002.III"
"1993",200250,17,1,2002,3,"2002.III"
"1994",200250,18,0,2002,3,"2002.III"
"1995",200250,19,0,2002,3,"2002.III"
"1996",200250,20,2,2002,3,"2002.III"
"1997",200250,21,2,2002,3,"2002.III"
"1998",200250,22,1,2002,3,"2002.III"
"1999",200250,23,3,2002,3,"2002.III"
"2000",200250,24,1,2002,3,"2002.III"
"2001",200250,25,1,2002,3,"2002.III"
"2002",200250,26,0,2002,3,"2002.III"
"2003",200250,27,0,2002,3,"2002.III"
"2004",200250,28,0,2002,3,"2002.III"
"2005",200250,29,0,2002,3,"2002.III"
"2006",200250,30,0,2002,3,"2002.III"
"2007",200250,31,0,2002,3,"2002.III"
"2008",200250,32,0,2002,3,"2002.III"
"2009",200250,33,0,2002,3,"2002.III"
"2010",200250,34,0,2002,3,"2002.III"
"2011",200250,35,0,2002,3,"2002.III"
"2012",200250,36,0,2002,3,"2002.III"
"2013",200250,37,0,2002,3,"2002.III"
"2014",200250,38,0,2002,3,"2002.III"
"2015",200250,39,0,2002,3,"2002.III"
"2016",200250,40,0,2002,3,"2002.III"
"2017",200250,41,0,2002,3,"2002.III"
"2018",200250,42,0,2002,3,"2002.III"
"2019",200250,43,0,2002,3,"2002.III"
"2020",200250,44,0,2002,3,"2002.III"
"2021",200250,45,0,2002,3,"2002.III"
"2022",200250,46,0,2002,3,"2002.III"
"2023",200250,47,0,2002,3,"2002.III"
"2024",200250,48,0,2002,3,"2002.III"
"2025",200250,49,0,2002,3,"2002.III"
"2026",200250,50,0,2002,3,"2002.III"
"2027",200250,51,0,2002,3,"2002.III"
"2028",200250,52,0,2002,3,"2002.III"
"2029",200250,53,0,2002,3,"2002.III"
"2030",200250,54,0,2002,3,"2002.III"
"2031",200250,55,0,2002,3,"2002.III"
"2032",200250,56,0,2002,3,"2002.III"
"2033",200250,57,0,2002,3,"2002.III"
"2034",200250,58,0,2002,3,"2002.III"
"2035",200250,59,0,2002,3,"2002.III"
"2036",200250,60,0,2002,3,"2002.III"
"2037",200250,61,0,2002,3,"2002.III"
"2038",200250,62,0,2002,3,"2002.III"
"2039",200250,63,0,2002,3,"2002.III"
"2040",200250,64,0,2002,3,"2002.III"
"2041",200250,65,0,2002,3,"2002.III"
"2042",200250,66,0,2002,3,"2002.III"
"2043",200250,67,0,2002,3,"2002.III"
"2044",200250,68,0,2002,3,"2002.III"
"2045",200250,69,0,2002,3,"2002.III"
"2046",200250,70,0,2002,3,"2002.III"
"2047",200250,71,0,2002,3,"2002.III"
"2048",200250,72,0,2002,3,"2002.III"
"2049",200250,73,0,2002,3,"2002.III"
"2050",200250,74,0,2002,3,"2002.III"
"2051",200250,75,0,2002,3,"2002.III"
"2052",200250,76,0,2002,3,"2002.III"
"2053",200250,77,0,2002,3,"2002.III"
"2054",200250,78,0,2002,3,"2002.III"
"2055",200275,0,4,2002,4,"2002.IV"
"2056",200275,1,32,2002,4,"2002.IV"
"2057",200275,2,25,2002,4,"2002.IV"
"2058",200275,3,23,2002,4,"2002.IV"
"2059",200275,4,4,2002,4,"2002.IV"
"2060",200275,5,22,2002,4,"2002.IV"
"2061",200275,6,21,2002,4,"2002.IV"
"2062",200275,7,18,2002,4,"2002.IV"
"2063",200275,8,2,2002,4,"2002.IV"
"2064",200275,9,18,2002,4,"2002.IV"
"2065",200275,10,11,2002,4,"2002.IV"
"2066",200275,11,7,2002,4,"2002.IV"
"2067",200275,12,2,2002,4,"2002.IV"
"2068",200275,13,10,2002,4,"2002.IV"
"2069",200275,14,3,2002,4,"2002.IV"
"2070",200275,15,1,2002,4,"2002.IV"
"2071",200275,16,0,2002,4,"2002.IV"
"2072",200275,17,1,2002,4,"2002.IV"
"2073",200275,18,1,2002,4,"2002.IV"
"2074",200275,19,0,2002,4,"2002.IV"
"2075",200275,20,0,2002,4,"2002.IV"
"2076",200275,21,2,2002,4,"2002.IV"
"2077",200275,22,2,2002,4,"2002.IV"
"2078",200275,23,1,2002,4,"2002.IV"
"2079",200275,24,3,2002,4,"2002.IV"
"2080",200275,25,1,2002,4,"2002.IV"
"2081",200275,26,1,2002,4,"2002.IV"
"2082",200275,27,0,2002,4,"2002.IV"
"2083",200275,28,0,2002,4,"2002.IV"
"2084",200275,29,0,2002,4,"2002.IV"
"2085",200275,30,0,2002,4,"2002.IV"
"2086",200275,31,0,2002,4,"2002.IV"
"2087",200275,32,0,2002,4,"2002.IV"
"2088",200275,33,0,2002,4,"2002.IV"
"2089",200275,34,0,2002,4,"2002.IV"
"2090",200275,35,0,2002,4,"2002.IV"
"2091",200275,36,0,2002,4,"2002.IV"
"2092",200275,37,0,2002,4,"2002.IV"
"2093",200275,38,0,2002,4,"2002.IV"
"2094",200275,39,0,2002,4,"2002.IV"
"2095",200275,40,0,2002,4,"2002.IV"
"2096",200275,41,0,2002,4,"2002.IV"
"2097",200275,42,0,2002,4,"2002.IV"
"2098",200275,43,0,2002,4,"2002.IV"
"2099",200275,44,0,2002,4,"2002.IV"
"2100",200275,45,0,2002,4,"2002.IV"
"2101",200275,46,0,2002,4,"2002.IV"
"2102",200275,47,0,2002,4,"2002.IV"
"2103",200275,48,0,2002,4,"2002.IV"
"2104",200275,49,0,2002,4,"2002.IV"
"2105",200275,50,0,2002,4,"2002.IV"
"2106",200275,51,0,2002,4,"2002.IV"
"2107",200275,52,0,2002,4,"2002.IV"
"2108",200275,53,0,2002,4,"2002.IV"
"2109",200275,54,0,2002,4,"2002.IV"
"2110",200275,55,0,2002,4,"2002.IV"
"2111",200275,56,0,2002,4,"2002.IV"
"2112",200275,57,0,2002,4,"2002.IV"
"2113",200275,58,0,2002,4,"2002.IV"
"2114",200275,59,0,2002,4,"2002.IV"
"2115",200275,60,0,2002,4,"2002.IV"
"2116",200275,61,0,2002,4,"2002.IV"
"2117",200275,62,0,2002,4,"2002.IV"
"2118",200275,63,0,2002,4,"2002.IV"
"2119",200275,64,0,2002,4,"2002.IV"
"2120",200275,65,0,2002,4,"2002.IV"
"2121",200275,66,0,2002,4,"2002.IV"
"2122",200275,67,0,2002,4,"2002.IV"
"2123",200275,68,0,2002,4,"2002.IV"
"2124",200275,69,0,2002,4,"2002.IV"
"2125",200275,70,0,2002,4,"2002.IV"
"2126",200275,71,0,2002,4,"2002.IV"
"2127",200275,72,0,2002,4,"2002.IV"
"2128",200275,73,0,2002,4,"2002.IV"
"2129",200275,74,0,2002,4,"2002.IV"
"2130",200275,75,0,2002,4,"2002.IV"
"2131",200275,76,0,2002,4,"2002.IV"
"2132",200275,77,0,2002,4,"2002.IV"
"2133",200275,78,0,2002,4,"2002.IV"
"2134",200300,0,45,2003,1,"2003.I"
"2135",200300,1,4,2003,1,"2003.I"
"2136",200300,2,32,2003,1,"2003.I"
"2137",200300,3,25,2003,1,"2003.I"
"2138",200300,4,23,2003,1,"2003.I"
"2139",200300,5,4,2003,1,"2003.I"
"2140",200300,6,22,2003,1,"2003.I"
"2141",200300,7,21,2003,1,"2003.I"
"2142",200300,8,18,2003,1,"2003.I"
"2143",200300,9,2,2003,1,"2003.I"
"2144",200300,10,17,2003,1,"2003.I"
"2145",200300,11,11,2003,1,"2003.I"
"2146",200300,12,7,2003,1,"2003.I"
"2147",200300,13,2,2003,1,"2003.I"
"2148",200300,14,10,2003,1,"2003.I"
"2149",200300,15,3,2003,1,"2003.I"
"2150",200300,16,1,2003,1,"2003.I"
"2151",200300,17,0,2003,1,"2003.I"
"2152",200300,18,1,2003,1,"2003.I"
"2153",200300,19,1,2003,1,"2003.I"
"2154",200300,20,0,2003,1,"2003.I"
"2155",200300,21,0,2003,1,"2003.I"
